state_time,loop_time,motor_current,motor_volt,batt_current,batt_volt,motor_angle,motor_velocity,motor_torque,ankle_angle,ankle_velocity,ankle_torque,temperature
881244,3.78,0,1200,57,182,-1,-1,0.0,-0.018518518518518517,0,0.0,0
881249,3.785,2,1200,75,184,1,-3,0.00024,0.018518518518518517,0,0.008683200000000002,0
881254,3.79,2,1200,75,184,1,1,0.00024,0.018518518518518517,0,0.008683200000000002,0
881259,3.795,0,1200,72,182,1,2,0.0,0.018518518518518517,0,0.0,0
881264,3.8,6,1200,72,182,2,5,0.00072,0.037037037037037035,0,0.026049600000000006,0
881269,3.805,6,1200,61,181,0,0,0.00072,0.0,0,0.026049600000000006,0
881274,3.81,0,1200,61,181,1,3,0.0,0.018518518518518517,0,0.0,0
881279,3.815,1,1200,59,182,1,4,0.00012,0.018518518518518517,0,0.004341600000000001,0
881284,3.82,0,1200,59,182,0,-4,0.0,0.0,0,0.0,0
881289,3.825,1,1200,64,184,0,-1,0.00012,0.0,0,0.004341600000000001,0
881294,3.83,0,1200,64,184,1,0,0.0,0.018518518518518517,0,0.0,0
881299,3.835,1,1200,71,183,0,3,0.00012,0.0,0,0.004341600000000001,0
881304,3.84,1,1200,71,183,0,0,0.00012,0.0,0,0.004341600000000001,0
881309,3.845,0,1200,71,184,1,5,0.0,0.018518518518518517,0,0.0,0
881314,3.85,0,1200,71,184,0,0,0.0,0.0,0,0.0,0
881324,3.86,0,1200,61,185,1,0,0.0,0.018518518518518517,0,0.0,0
881329,3.865,3,1200,59,185,1,4,0.00036,0.018518518518518517,0,0.013024800000000003,0
881334,3.87,0,1200,59,185,0,2,0.0,0.0,0,0.0,0
881339,3.875,0,1200,63,183,0,-7,0.0,0.0,0,0.0,0
881344,3.88,1,1200,63,183,1,0,0.00012,0.018518518518518517,0,0.004341600000000001,0
881349,3.885,2,1200,54,182,0,3,0.00024,0.0,0,0.008683200000000002,0
881354,3.89,1,1200,54,182,0,0,0.00012,0.0,0,0.004341600000000001,0
881359,3.895,0,1200,69,184,0,-2,0.0,0.0,0,0.0,0
881364,3.9,0,1200,69,184,0,-5,0.0,0.0,0,0.0,0
881369,3.905,0,1200,72,187,0,4,0.0,0.0,0,0.0,0
881374,3.91,5,1200,72,187,0,1,0.0006000000000000001,0.0,0,0.021708000000000005,0
881379,3.915,1,1200,79,186,1,4,0.00012,0.018518518518518517,0,0.004341600000000001,0
881384,3.92,1,1200,79,186,0,0,0.00012,0.0,0,0.004341600000000001,0
881389,3.925,-1,1200,88,185,0,0,-0.00012,0.0,0,-0.004341600000000001,0
881394,3.93,0,1200,88,185,0,1,0.0,0.0,0,0.0,0
881399,3.935,2,1200,84,186,0,2,0.00024,0.0,0,0.008683200000000002,0
881404,3.94,1,1200,84,186,0,2,0.00012,0.0,0,0.004341600000000001,0
881409,3.945,2,1200,62,182,-1,-2,0.00024,-0.018518518518518517,0,0.008683200000000002,0
881414,3.95,2,1200,62,182,0,-6,0.00024,0.0,0,0.008683200000000002,0
881419,3.955,2,1200,54,180,1,0,0.00024,0.018518518518518517,0,0.008683200000000002,0
881424,3.96,-1,1200,54,180,0,0,-0.00012,0.0,0,-0.004341600000000001,0
881429,3.965,1,1200,58,182,1,1,0.00012,0.018518518518518517,0,0.004341600000000001,0
881434,3.97,2,1200,58,182,0,3,0.00024,0.0,0,0.008683200000000002,0
881439,3.975,0,1200,62,186,1,-2,0.0,0.018518518518518517,0,0.0,0
881449,3.985,2,1200,63,184,0,-3,0.00024,0.0,0,0.008683200000000002,0
881454,3.99,1,1200,63,184,1,4,0.00012,0.018518518518518517,0,0.004341600000000001,0
881459,3.995,0,1200,67,184,0,-1,0.0,0.0,0,0.0,0
881464,4.0,1,1200,67,184,1,6,0.00012,0.018518518518518517,0,0.004341600000000001,0
881469,4.005,0,1200,64,185,-1,-2,0.0,-0.018518518518518517,0,0.0,0
881474,4.01,1,1200,64,185,-1,-6,0.00012,-0.018518518518518517,0,0.004341600000000001,0
881479,4.015,2,1200,64,185,0,0,0.00024,0.0,0,0.008683200000000002,0
881484,4.02,-3,1200,64,185,1,3,-0.00036,0.018518518518518517,0,-0.013024800000000003,0
881489,4.025,-1,1200,44,186,-1,-5,-0.00012,-0.018518518518518517,0,-0.004341600000000001,0
881494,4.03,0,1200,44,186,-1,-1,0.0,-0.018518518518518517,0,0.0,0
881499,4.035,1,1200,58,184,0,0,0.00012,0.0,0,0.004341600000000001,0
881504,4.04,2,1200,58,184,1,11,0.00024,0.018518518518518517,0,0.008683200000000002,0
881509,4.045,3,1200,56,185,0,0,0.00036,0.0,0,0.013024800000000003,0
881514,4.05,-2,1200,56,185,1,2,-0.00024,0.018518518518518517,0,-0.008683200000000002,0
881519,4.055,2,1200,68,185,1,1,0.00024,0.018518518518518517,0,0.008683200000000002,0
881524,4.06,0,1200,68,185,0,-13,0.0,0.0,0,0.0,0
881529,4.065,0,1200,66,185,1,-1,0.0,0.018518518518518517,0,0.0,0
881534,4.07,0,1200,66,185,0,-5,0.0,0.0,0,0.0,0
881539,4.075,1,1200,67,187,2,5,0.00012,0.037037037037037035,0,0.004341600000000001,0
881544,4.08,0,1200,67,187,0,-2,0.0,0.0,0,0.0,0
881549,4.085,0,1200,69,185,0,0,0.0,0.0,0,0.0,0
881559,4.095,1,1200,71,183,0,-1,0.00012,0.0,0,0.004341600000000001,0
881564,4.1,0,1200,71,183,0,-4,0.0,0.0,0,0.0,0
881569,4.105,1,1200,71,182,0,2,0.00012,0.0,0,0.004341600000000001,0
881574,4.11,0,1200,71,182,-1,4,0.0,-0.018518518518518517,0,0.0,0
881579,4.115,0,1200,61,184,1,4,0.0,0.018518518518518517,0,0.0,0
881584,4.12,2,1200,61,184,0,-2,0.00024,0.0,0,0.008683200000000002,0
881589,4.125,-3,1200,55,185,1,4,-0.00036,0.018518518518518517,0,-0.013024800000000003,0
881594,4.13,2,1200,55,185,-1,-3,0.00024,-0.018518518518518517,0,0.008683200000000002,0
881599,4.135,1,1200,33,181,-1,-8,0.00012,-0.018518518518518517,0,0.004341600000000001,0
881604,4.14,1,1200,33,181,1,5,0.00012,0.018518518518518517,0,0.004341600000000001,0
881609,4.145,1,1200,32,178,0,4,0.00012,0.0,0,0.004341600000000001,0
881614,4.15,-2,1200,32,178,1,3,-0.00024,0.018518518518518517,0,-0.008683200000000002,0
881619,4.155,0,1200,32,181,0,-7,0.0,0.0,0,0.0,0
881624,4.16,-2,1200,32,181,1,8,-0.00024,0.018518518518518517,0,-0.008683200000000002,0
881629,4.165,0,1200,46,185,1,4,0.0,0.018518518518518517,0,0.0,0
881634,4.17,-1,1200,46,185,1,1,-0.00012,0.018518518518518517,0,-0.004341600000000001,0
881639,4.175,-1,1200,60,182,0,7,-0.00012,0.0,0,-0.004341600000000001,0
881644,4.18,0,1200,60,182,0,-6,0.0,0.0,0,0.0,0
881649,4.185,3,1200,62,182,1,-3,0.00036,0.018518518518518517,0,0.013024800000000003,0
881659,4.195,1,1200,58,184,1,-4,0.00012,0.018518518518518517,0,0.004341600000000001,0
881664,4.2,2,1200,58,184,0,6,0.00024,0.0,0,0.008683200000000002,0
881669,4.205,1,1200,49,185,0,-2,0.00012,0.0,0,0.004341600000000001,0
881674,4.21,0,1200,49,185,1,2,0.0,0.018518518518518517,0,0.0,0
881679,4.215,0,1200,47,187,0,2,0.0,0.0,0,0.0,0
881684,4.22,0,1200,47,187,0,-1,0.0,0.0,0,0.0,0
881689,4.225,7,1200,58,188,0,-2,0.00084,0.0,0,0.030391200000000004,0
881694,4.23,3,1200,58,188,0,-5,0.00036,0.0,0,0.013024800000000003,0
881699,4.235,2,1200,63,186,1,6,0.00024,0.018518518518518517,0,0.008683200000000002,0
881704,4.24,0,1200,63,186,0,-3,0.0,0.0,0,0.0,0
881709,4.245,0,1200,72,182,1,1,0.0,0.018518518518518517,0,0.0,0
881714,4.25,1,1200,72,182,0,3,0.00012,0.0,0,0.004341600000000001,0
881719,4.255,1,1200,79,182,0,0,0.00012,0.0,0,0.004341600000000001,0
881724,4.26,0,1200,79,182,0,-6,0.0,0.0,0,0.0,0
881729,4.265,1,1200,89,183,0,-1,0.00012,0.0,0,0.004341600000000001,0
881734,4.27,1,1200,89,183,1,-5,0.00012,0.018518518518518517,0,0.004341600000000001,0
881744,4.28,0,1200,79,182,0,0,0.0,0.0,0,0.0,0
881749,4.285,4,1200,61,179,0,0,0.00048,0.0,0,0.017366400000000004,0
881754,4.29,0,1200,61,179,0,2,0.0,0.0,0,0.0,0
881759,4.295,0,1200,53,180,1,5,0.0,0.018518518518518517,0,0.0,0
881764,4.3,1,1200,53,180,1,1,0.00012,0.018518518518518517,0,0.004341600000000001,0
881769,4.305,0,1200,56,183,1,4,0.0,0.018518518518518517,0,0.0,0
881774,4.31,-1,1200,56,183,0,-1,-0.00012,0.0,0,-0.004341600000000001,0
881779,4.315,1,1200,66,183,1,3,0.00012,0.018518518518518517,0,0.004341600000000001,0
881784,4.32,1,1200,66,183,1,7,0.00012,0.018518518518518517,0,0.004341600000000001,0
881789,4.325,1,1200,55,181,0,7,0.00012,0.0,0,0.004341600000000001,0
881794,4.33,6,1200,55,181,0,0,0.00072,0.0,0,0.026049600000000006,0
881799,4.335,-4,1200,38,178,-1,-5,-0.00048,-0.018518518518518517,0,-0.017366400000000004,0
881804,4.34,-2,1200,38,178,0,-5,-0.00024,0.0,0,-0.008683200000000002,0
881809,4.345,0,1200,30,181,0,-2,0.0,0.0,0,0.0,0
881814,4.35,1,1200,30,181,0,0,0.00012,0.0,0,0.004341600000000001,0
881819,4.355,1,1200,32,182,1,-4,0.00012,0.018518518518518517,0,0.004341600000000001,0
881824,4.36,0,1200,32,182,2,3,0.0,0.037037037037037035,0,0.0,0
881834,4.37,0,1200,55,185,0,-4,0.0,0.0,0,0.0,0
881839,4.375,2,1200,52,185,0,-4,0.00024,0.0,0,0.008683200000000002,0
881844,4.38,3,1200,52,185,1,4,0.00036,0.018518518518518517,0,0.013024800000000003,0
881849,4.385,2,1200,67,186,1,4,0.00024,0.018518518518518517,0,0.008683200000000002,0
881854,4.39,0,1200,67,186,0,5,0.0,0.0,0,0.0,0
881859,4.395,1,1200,62,184,0,3,0.00012,0.0,0,0.004341600000000001,0
881864,4.4,2,1200,62,184,1,3,0.00024,0.018518518518518517,0,0.008683200000000002,0
881869,4.405,1,1200,76,183,0,-4,0.00012,0.0,0,0.004341600000000001,0
881874,4.41,1,1200,76,183,1,0,0.00012,0.018518518518518517,0,0.004341600000000001,0
881879,4.415,3,1200,64,184,0,0,0.00036,0.0,0,0.013024800000000003,0
881884,4.42,0,1200,64,184,0,0,0.0,0.0,0,0.0,0
881889,4.425,0,1200,88,186,1,11,0.0,0.018518518518518517,0,0.0,0
881894,4.43,0,1200,88,186,0,-5,0.0,0.0,0,0.0,0
881899,4.435,-4,1200,97,184,0,0,-0.00048,0.0,0,-0.017366400000000004,0
881904,4.44,0,1200,97,184,1,-2,0.0,0.018518518518518517,0,0.0,0
881909,4.445,1,1200,106,182,0,0,0.00012,0.0,0,0.004341600000000001,0
881914,4.45,0,1200,106,182,0,0,0.0,0.0,0,0.0,0
881924,4.46,0,1200,97,183,0,-3,0.0,0.0,0,0.0,0
881929,4.465,0,1200,77,183,0,0,0.0,0.0,0,0.0,0
881934,4.47,2,1200,77,183,-1,-9,0.00024,-0.018518518518518517,0,0.008683200000000002,0
881939,4.475,1,1200,76,185,1,3,0.00012,0.018518518518518517,0,0.004341600000000001,0
881944,4.48,0,1200,76,185,0,0,0.0,0.0,0,0.0,0
881949,4.485,0,1200,63,183,0,-3,0.0,0.0,0,0.0,0
881954,4.49,0,1200,63,183,1,1,0.0,0.018518518518518517,0,0.0,0
881959,4.495,2,1200,64,183,0,-6,0.00024,0.0,0,0.008683200000000002,0
881964,4.5,2,1200,64,183,1,0,0.00024,0.018518518518518517,0,0.008683200000000002,0
881969,4.505,0,1200,36,182,0,-3,0.0,0.0,0,0.0,0
881974,4.51,0,1200,36,182,0,-1,0.0,0.0,0,0.0,0
881979,4.515,1,1200,38,183,1,0,0.00012,0.018518518518518517,0,0.004341600000000001,0
881984,4.52,0,1200,38,183,0,5,0.0,0.0,0,0.0,0
881989,4.525,0,1200,36,185,1,-1,0.0,0.018518518518518517,0,0.0,0
881994,4.53,4,1200,36,185,1,1,0.00048,0.018518518518518517,0,0.017366400000000004,0
881999,4.535,8,1200,14,184,1,0,0.00096,0.018518518518518517,0,0.03473280000000001,0
882004,4.54,1,1200,14,184,0,1,0.00012,0.0,0,0.004341600000000001,0
882009,4.545,0,1200,28,184,1,2,0.0,0.018518518518518517,0,0.0,0
882014,4.55,1,1200,28,184,1,5,0.00012,0.018518518518518517,0,0.004341600000000001,0
882024,4.56,-1,1200,32,185,0,-6,-0.00012,0.0,0,-0.004341600000000001,0
882029,4.565,1,1200,58,188,1,0,0.00012,0.018518518518518517,0,0.004341600000000001,0
882034,4.57,0,1200,58,188,0,-4,0.0,0.0,0,0.0,0
882039,4.575,0,1200,66,186,0,-3,0.0,0.0,0,0.0,0
882044,4.58,0,1200,66,186,0,0,0.0,0.0,0,0.0,0
882049,4.585,2,1200,68,182,0,1,0.00024,0.0,0,0.008683200000000002,0
882054,4.59,-1,1200,68,182,-1,-5,-0.00012,-0.018518518518518517,0,-0.004341600000000001,0
882059,4.595,0,1200,72,182,0,-2,0.0,0.0,0,0.0,0
882064,4.6,2,1200,72,182,0,0,0.00024,0.0,0,0.008683200000000002,0
882069,4.605,0,1200,74,183,1,4,0.0,0.018518518518518517,0,0.0,0
882074,4.61,0,1200,74,183,1,-3,0.0,0.018518518518518517,0,0.0,0
882079,4.615,2,1200,70,183,1,0,0.00024,0.018518518518518517,0,0.008683200000000002,0
882084,4.62,1,1200,70,183,0,0,0.00012,0.0,0,0.004341600000000001,0
882089,4.625,0,1200,75,183,0,-1,0.0,0.0,0,0.0,0
882094,4.63,1,1200,75,183,1,5,0.00012,0.018518518518518517,0,0.004341600000000001,0
882099,4.635,2,1200,62,184,0,3,0.00024,0.0,0,0.008683200000000002,0
882104,4.64,8,1200,62,184,0,-5,0.00096,0.0,0,0.03473280000000001,0
882109,4.645,8,1200,45,185,0,4,0.00096,0.0,0,0.03473280000000001,0
882114,4.65,1,1200,45,185,1,4,0.00012,0.018518518518518517,0,0.004341600000000001,0
882119,4.655,1,1200,45,185,0,-8,0.00012,0.0,0,0.004341600000000001,0
882129,4.665,3,1200,36,184,0,0,0.00036,0.0,0,0.013024800000000003,0
882134,4.67,2,1200,36,184,0,-2,0.00024,0.0,0,0.008683200000000002,0
882139,4.675,0,1200,61,185,1,-2,0.0,0.018518518518518517,0,0.0,0
882144,4.68,0,1200,61,185,0,-1,0.0,0.0,0,0.0,0
882149,4.685,2,1200,50,185,1,1,0.00024,0.018518518518518517,0,0.008683200000000002,0
882154,4.69,0,1200,50,185,0,5,0.0,0.0,0,0.0,0
882159,4.695,2,1200,58,186,0,2,0.00024,0.0,0,0.008683200000000002,0
882164,4.7,1,1200,58,186,0,1,0.00012,0.0,0,0.004341600000000001,0
882169,4.705,1,1200,58,185,0,-1,0.00012,0.0,0,0.004341600000000001,0
882174,4.71,0,1200,58,185,1,4,0.0,0.018518518518518517,0,0.0,0
