state_time,loop_time,motor_current,motor_volt,batt_current,batt_volt,motor_angle,motor_velocity,motor_torque,ankle_angle,ankle_velocity,ankle_torque,temperature
1230097,3.005,-2,0,142,24504,0,-5,-0.00024,0.0,0,-0.008683200000000002,0
1230102,3.01,-1,0,140,24506,0,-4,-0.00012,0.0,0,-0.004341600000000001,0
1230112,3.02,1430,1200,144,24501,110,452,0.1716,2.037037037037037,0,6.208488000000001,0
1230117,3.025,638,1200,144,24501,228,525,0.07656,4.222222222222222,0,2.7699408,0
1230122,3.03,462,1200,156,24502,351,546,0.05544,6.5,0,2.0058192,0
1230127,3.035,415,1200,156,24502,476,547,0.049800000000000004,8.814814814814815,0,1.8017640000000001,0
1230132,3.04,395,1200,166,24500,601,548,0.047400000000000005,11.12962962962963,0,1.7149320000000001,0
1230137,3.045,373,1200,166,24500,728,562,0.04476,13.481481481481481,0,1.6194168000000002,0
1230142,3.05,378,1200,170,24503,857,561,0.045360000000000004,15.87037037037037,0,1.6411248,0
1230147,3.055,393,1200,170,24503,983,560,0.04716,18.203703703703702,0,1.7062488,0
1230152,3.06,375,1200,167,24506,1112,566,0.045,20.59259259259259,0,1.6280999999999999,0
1230162,3.07,374,1200,159,24505,1366,556,0.04488,25.296296296296298,0,1.6237584000000003,0
1230167,3.075,380,1200,159,24505,1495,572,0.0456,27.685185185185187,0,1.6498080000000002,0
1230172,3.08,361,1200,146,24503,1623,565,0.043320000000000004,30.055555555555557,0,1.5673176000000002,0
1230177,3.085,395,1200,146,24503,1750,555,0.047400000000000005,32.407407407407405,0,1.7149320000000001,0
1230182,3.09,407,1200,152,24499,1878,564,0.04884,34.77777777777778,0,1.7670312000000001,0
1230187,3.095,394,1200,152,24499,2007,570,0.04728,37.166666666666664,0,1.7105904000000003,0
1230192,3.1,392,1200,159,24500,2133,557,0.04704,39.5,0,1.7019072,0
1230197,3.105,408,1200,159,24500,2259,555,0.048960000000000004,41.833333333333336,0,1.7713728000000002,0
1230202,3.11,394,1200,163,24502,2390,579,0.04728,44.25925925925926,0,1.7105904000000003,0
1230207,3.115,393,1200,163,24502,2517,560,0.04716,46.611111111111114,0,1.7062488,0
1230217,3.125,410,1200,147,24503,2772,568,0.0492,51.333333333333336,0,1.780056,0
1230222,3.13,398,1200,148,24504,2899,556,0.047760000000000004,53.68518518518518,0,1.7279568,0
